date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:46	11080/11080	---M--	200	added ('OK')	text/html	etag:%22102c23c-2b48-4ea99b7e55ac0%22	http://www.damodara.de/index_02.htm	www.damodara.de/index_02.html	(from http://www.damodara.de/espaniol/html/framedef.html)
12:12:47	5698/5698	---M--	200	added ('OK')	text/html	etag:%221032197-1642-434c607ed3e00%22	http://www.damodara.de/espaniol/html/framedef_00a.htm	www.damodara.de/espaniol/html/framedef_00a.html	(from http://www.damodara.de/espaniol/html/framedef.html)
12:12:47	2471/2471	---M--	200	added ('OK')	text/html	etag:%22105c72d-9a7-44dff4f766100%22	http://www.damodara.de/deutsch/html/krsna/damodar/damodar_index_de.htm	www.damodara.de/deutsch/html/krsna/damodar/damodar_index_de.html	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:48	6383/6383	---M--	200	added ('OK')	text/html	etag:%22105c70d-18ef-443301c789b80%22	http://www.damodara.de/deutsch/html/krsna/vermisst/index_vermisst.htm	www.damodara.de/deutsch/html/krsna/vermisst/index_vermisst.html	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:49	28053/28053	---M--	200	added ('OK')	image/jpeg	etag:%22105c763-6d95-44dff4d328b80%22	http://www.damodara.de/deutsch/images/damodar.jpg	www.damodara.de/deutsch/images/damodar.jpg	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:50	4179/4179	---M--	200	added ('OK')	text/html	etag:%22105c74f-1053-43fb38f6fb040%22	http://www.damodara.de/deutsch/html/krsna/tiere/tiere_index.htm	www.damodara.de/deutsch/html/krsna/tiere/tiere_index.html	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:52	7176/7176	---M--	200	added ('OK')	text/html	etag:%22105c730-1c08-43fb38f04e080%22	http://www.damodara.de/deutsch/html/krsna/sudam/sudam_index_de.htm	www.damodara.de/deutsch/html/krsna/sudam/sudam_index_de.html	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:56	44207/44207	---M--	200	added ('OK')	image/jpeg	etag:%22105c783-acaf-443301aaed800%22	http://www.damodara.de/deutsch/images/krsna/vermisst/ver_gopas.jpg	www.damodara.de/deutsch/images/krsna/vermisst/ver_gopas.jpg	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:56	54733/54733	---M--	200	added ('OK')	image/jpeg	etag:%22105c7c4-d5cd-44330184c7e00%22	http://www.damodara.de/deutsch/images/prt_03_vermisst.jpg	www.damodara.de/deutsch/images/prt_03_vermisst.jpg	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:57	31578/31578	---M--	200	added ('OK')	image/gif	etag:%22105c79a-7b5a-43fb38fda8000%22	http://www.damodara.de/deutsch/images/krsna/sudam/sudam.gif	www.damodara.de/deutsch/images/krsna/sudam/sudam.gif	(from http://www.damodara.de/deutsch/index_de.htm)
